time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first loss,last loss,test_loss,r2_score,train_ration
2026-09-04 12:49:01,multi_repeat_random_states.py,"(1021, 9)",701,sequential_197,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_197,50,256,1.4162,2873.836181640625,2844.138916015625,2807.449951171875,0.567768926272828,0.7
2026-09-04 12:49:01,multi_repeat_random_states.py,"(1021, 9)",618,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,2.2733,44903.62109375,3940.876220703125,2920.025634765625,0.5545699314632142,0.7
2026-09-04 12:49:01,multi_repeat_random_states.py,"(1021, 9)",534,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,1.4035,2869.736572265625,2716.515625,3246.2802734375,0.5730709484211122,0.7
2026-09-04 12:49:02,multi_repeat_random_states.py,"(1021, 9)",618,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,1.4458,3766.9326171875,3850.057373046875,2616.018798828125,0.6009441107589555,0.7
2026-09-04 12:49:03,multi_repeat_random_states.py,"(1021, 9)",702,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,2.2374,25900.78125,4581.6669921875,4447.6552734375,0.31607092504286916,0.7
2026-09-04 12:49:04,multi_repeat_random_states.py,"(1021, 9)",618,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,1.429,3694.228759765625,3468.768798828125,3902.8603515625,0.404645220248412,0.7
2026-09-04 12:49:04,multi_repeat_random_states.py,"(1021, 9)",535,sequential_199,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_199,50,256,2.2782,21793.818359375,3166.775634765625,3229.775634765625,0.52285041403216,0.7
2026-09-04 12:49:05,multi_repeat_random_states.py,"(1021, 9)",702,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,1.4554,4393.94091796875,2960.196044921875,2851.781982421875,0.5614730606700633,0.7
2026-09-04 12:49:06,multi_repeat_random_states.py,"(1021, 9)",535,sequential_199,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_199,50,256,1.4439,3428.773681640625,2941.302490234375,2771.24853515625,0.5905906875880385,0.7
2026-09-04 12:49:06,multi_repeat_random_states.py,"(1021, 9)",702,sequential_198,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_198,50,256,1.4718,2900.206298828125,3276.808837890625,3587.09423828125,0.44840197856128117,0.7
